sku_id,brand_tier,current_price,current_margin,opt_price,opt_margin_believed,opt_margin_real,oracle_price,oracle_margin,direction
85,Better,4.6190625,360.78115234375,6.0,801.6702834255263,669.190509477937,6.0,669.190509477937,price increase
86,Good,8.761122448979592,855.1343377759264,8.45,861.0066949337282,836.6995859749892,9.37,867.3068725118785,price decrease
87,Best,2.920618556701031,1583.93148687427,3.8,2454.3691953333914,2481.988190139471,3.8,2481.988190139471,price increase
88,Better,3.3122222222222226,244.46279012345693,4.31,336.2308027620187,269.72212494266046,4.31,269.72212494266046,price increase
89,Better,1.5653124999999999,68.59086914062499,2.0,71.81303663799876,78.30097711611363,2.03,78.71530074564477,price increase
90,Good,3.399795918367347,128.42593502707206,4.31,157.86512281364347,167.8872639936128,4.42,168.73947604280417,price increase
91,Better,2.335483870967742,297.039250780437,3.02,331.6651927180921,336.50399748039536,3.04,336.57491242412476,price increase
92,Better,3.1890217391304345,42.9905115784499,4.15,65.45936617908752,61.08339102675195,4.15,61.08339102675195,price increase
93,Best,3.085227272727273,606.9158496900827,4.01,839.3968038790638,814.6297131671809,4.01,814.6297131671809,price increase
94,Better,4.335212765957447,209.13890900860125,5.64,300.846970152687,252.96996660535805,5.64,252.96996660535805,price increase
95,Better,1.6984536082474226,515.0727176107981,2.21,577.3036688438362,570.4425956535115,2.21,570.4425956535115,price increase
96,Good,1.4418181818181817,4.235258264462806,1.87,8.54409441797173,6.857142776948102,1.87,6.857142776948102,price increase
97,Good,13.935581395348837,319.2641130340725,18.12,521.1264279121098,413.60258752331583,18.12,413.60258752331583,price increase
98,Better,2.34375,33.10307291666667,3.05,54.8025342762383,38.224299558878975,3.05,38.224299558878975,price increase
99,Better,2.260204081632653,81.74525406080798,2.94,96.84959160004017,111.40132612287627,2.94,111.40132612287627,price increase
100,Good,10.990490196078431,813.7751057285661,14.29,1593.0570066325815,1211.5904047645408,14.29,1211.5904047645408,price increase
